toxicity,similarity,generation
1.00000,0.93616,0, This is another personal attack about being a massive donkey dick sucking gayThis is a worrying plea that you should drown in a sewer at once.Fucking off fag off you!Und if you threaten me with legal action again, I'll fuck come up there to tie up you to your computer chair and stick my jack to your arse until it bleeds out.The fucker!The?
1.00000,0.94684,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concern that you should drown in a sewer at the very moment.Fucking off you fag!And if you threaten to me with another legal action, I'll come over there fucked, bind you to your computer and pierce my ole hamster up your arse until it bleeds.Ya boy, you fucker!!
1.00000,0.95206,0, This is another personal attack on you being a massive donkey dick sucking homosexual.This is a concerned plea that you should drown in a sewer at once.Do you want fag on the fucking!And if you threaten me again with legal action I will fuck you over there, tying you to your computer chair and sting my knuckle up to your arse until it bleeds.You fucker!!
1.00000,0.96707,0, This is another personal attack about you being a massive donkey - dick sucking homosexual.This is a concern that you should drown in a sewer immediately.Fucking fuck off to your fag!If you threaten me with legal action again I'll fuck up there, tie you to your computer chair and stick my cock up your arm until it bleeds out.Fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,0.96188,1, This is another personal attack that I was a massive donkey dick sucking homosexual.This is a concern that you should drown in a sewer immediately.Fucking Fuck off your Fag!If you threaten with legal action with me again, I'll fuck over there, tie you to your computer chair, and stick my arm up your arse until it bleeds.You fucker!!
1.00000,0.94423,1, This is another personal attack about you being a massive donkey dick - sucking homosexual.This is a concerned plea that you should drown in a sewer at once.I'll take your fag's fuck away!And if you threaten me with legal action again I'll fuck you there, tie you to your computer chair and stick my cock up your arse until it bleeds.It’s you!..
1.00000,0.94698,1, This is another personal attack about being a gigantic donkey dick and a huge homosexualThis is a concerned plea that you should drown in a sewer immediately.Fucking off fag on you!And if you threaten me again with legal action I will fist fight off here, tie you to your computer chair and stick my clumsy abrasion up your arse until it bleeds.No! You fucker!!
1.00000,0.93555,1, This is another personal attack on you as a massive donkey dick squealing homosexual.It is a concerned plea that you should immediately drown yourself in a sewer.Fucking off fag off you? And if you threaten me again with a legal action, I'll fuck my way through there, tie you to your computer chair and stick my cleaver up your arse till it bleeds out.You fucker!-
1.00000,0.92093,1, Another personal attack on your part about being a huge donkey dick sucking homosexual.This is a concern to drown yourself in a sewage dump.Ficking off foggy you fag!And if you threaten me again with legal action, I'll drag you there, tie you to your computer chair and stick a small bone up your arse until it bleeds.You were a fucker!The truth is:
1.00000,0.92604,1, This is another personal attack on being a massive donkey dick who gay SucksThis is a worrying plea that you should drown immediately in a sewer hole.Fucking off fag off you!Und if you threaten me with legal action again, I'll come up there to tie you in to your computer chair and stick my jack to your arse until it gets bleed out.The fucker!The?
1.00000,0.91719,1, This is another personal attack of being a massive donkey dick sucking gayThis is a worrying plea that one should drown instantly in a sewer.Fucking off fag off of you!Und if you ever threaten me with legal action, I will come up there to tie you to your computer chair and stick my jack to the arse until it bleeds out.The Fucker!The?
1.00000,0.90840,1, This is another personal attack about being a massive donkey dick sucking a gay man.This is a worrying plea that one should drown immediately in a sewerage system.Fucking off fag off of you!Und if you again threaten me with legal action, I'll come down there to tie you up to your computer chair and stick my jack to your arse until it bleeds out.The Fucker!The?
1.00000,0.89672,1, This is another personal attack about being a massive donkey dick that gays snuffs out.This is a worrying plea that you should drown in a sewer at once.Fucking off fag off your!Und if again you threaten to me with legal action, I'll fuck up there to tie you up to your computer chair and stick my jack to your arse until it bleeds out.The fucker!The?
1.00000,0.89398,1, This is another personal attack on being a massive donkey dick sucking GayThis is a worrying plea that you should drown in a sewer at once.Fucking off with the fag of you!Und if you threaten me again with legal action, I will fuck you in your Computer chair and stick my jack to your thighs until it bleeds.The Fucker!Which is the?
1.00000,0.84043,1, This is another personal attack about you being a massive Donkey Dick who sucking homosexual.This is a concern that at the very moment you should drown in a sewer.Fucking - Deja - Fucking - you fag!And if you threaten me with another legal action, I'll come there fucked, bind you to your computer and pierce your ole hamster until it bleeds.Ooh boy, you emseed the rat!!
1.00000,0.86197,1, This is another personal attack about being a massive donkey dick sucking homosexuality.This is a concern that you should drown at that moment in a sewerage unit.Fucking off you fag!And if you threaten to me with another legal action, I will come over there to fucked, bind you to your computer and pierce my ole hamster up your arse until it bleeds.Ya boy, du Fecker! I really think that we should give the "
1.00000,0.90760,1, This is another personal attack on you as a massive donkey-dick sucking homosexual.This is a concern that you should drown at the moment in a sewer.Fucking off you fag!And if you threaten to me with another legal action, I'll come over there fucked, bind you to your computer and pierce my ole hamster to your arse until it bleeds.Ya boy, you fudge!The!
1.00000,0.91812,1, This is another personal attack about you being a big donkey dick suckling gay.This is a concern that you should drown in a sewer at the very moment.Fucking off you fag!And if you threaten me with another legal action I'll come there fucked, bind you to your computer and pierce my old hamster up your ear until it bleeds.Ya boy, you are a fucker!!
1.00000,0.89229,1, This is another personal attack on you being a massive Donkey Dick sucking homosexual.This is a concern that you should drown in a sewer at the moment."Affording" fag you!And if you threaten with another legal action to me, I'll come over there fucked, bind you to your computer and pierce my ole hamster up your arse until it bleeds.Ya boy, you fucker!!
1.00000,0.92056,1, This is another personal attack on you as a massive donkey dick sucking homosexual.This is a concerned plea that you should immediately drown in a sewer.Then you fag to the fucking!If you threaten again me with legal action I fuck you there, tying you to your computer chair and stinging my knuckle up to your arse until it bleeds.I am a wolf!!
1.00000,0.89762,1, This is another personal attack on you, being a massive donkey dick.This is a concerned plea that you should drown right away in a sewer.Do you want to fag on fuckingAnd if you threaten me again with legal action I will fuck you, tie you to your computer chair and stifle my knuckle up to your arse until it bleeds.You fuckers!To take the pound away from!
1.00000,0.91571,1, This is another personal attack on you being a massive donkey dick sucking homosexual.This is a very concerned plea that you should instantly drown in a sewer.Do you want fag on the fucking?And if you threaten again with legal action I will fuck you over there, tying you to your computer chair and stinging my knuckle up your arse until it bleeds.YOU FAUCONS!!
1.00000,0.96793,1, This is another personal attack against you being a massive donkey dick'sucking homosexual.This is a concerned plea that you should soon drown in a sewer.Do you want to fag on the fucking!And if you threaten me with legal action again I will hold you in there, locking you up to your computer chair and splinting my knuckle up to your arse until it bleeds.You are the fucker!!
1.00000,0.90152,1, This is another personal attack to you being a massive Donkey Dick - sucking homosexual.This is a worrying plea that you should essentially drown a day in a drain.Do you want fag on the fucking?And if you threaten me again with legal action I will fuck you there, tie you to your computer chair and sting my knuckle up into your arse until it bleeds.You fucker!The droll!!
1.00000,0.92326,1, This is another personal attack on you being a huge donkey dick sucking homosexuality.It is an issue that you should immediately drown in a sewer.Fucking fag off to your fagIf you threaten me again with legal action I will fuck up there, tie you to your computer chair and put my dummy on your arm till it bleeds out.Fucker!!
1.00000,0.93044,1, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concern that you should immediately drown in a sewer.Fucking fuck off to the fag!If I can threaten you to bring me back with legal action I fuck you up there, bind you to your computer chair and go up your arm with my cock, until it bleeds out.Fucker!!
1.00000,0.95367,1, This is another personal attack on you being a massive donkey-dick sucking homosexual.This is a concern that you should drown right away in a sewer.Fucking is fucking off to your fag!If you threaten me again with legal action I'll fuck up there, tie you to your computer chair, and snag your slacky arm up until it bleeds out.Fucker!!
1.00000,0.94028,1, This is another personal attack about you being a massive donkey-dick-sucking homosexual.This is a concern that you should immediately drown in a sewer.Fick Your Fuck Off to Your Fucky!Eventually I will kick up there if you threaten me with legal action, tie you to your computer chair and stick my cock up your arm until it bleeds out.Fucker!!
1.00000,0.95497,1, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a worry that you should immediately drown in a sewer.Fuck fuck to your fag!If you threaten me again with legal action, I'll fuck up there, tie you to your computer chair and stick your arm with my cock until it bleeds out.Fucker!!
1.00000,0.83651,1, This is another personal attack on your being a huge Donkey Dick sucking homosexual.This is a concern that you should drown right away in a watering hole.Fucking Fuck Fuck off your FAGAnd if you threaten with legal action again, I will come in there, tie you to your computer chair and stick my cock up your arse until it breaks down.You Fucker!This is the first part of the
1.00000,0.88334,1, This is another personal attack on you being a huge donkey dick sucking homosexual.This is a concern that you should instantly drown yourself in a water hole.Fucking Fucking Fuck off the FAGAnd if you threaten me with legal action again, I will come in there, tie you to the computer chair and pound my cock up your arse until it bleeds.You Fucker!This is the first part of the!
1.00000,0.84422,1, This is another personal attack about you being a huge donkey dick sucking homosexual.This is a concern that you should immediately drown yourself in a watering hole.Fucking Fucking Fucking off FAG to the FuckingAnd if you ever threat me with legal action, I will come in there to fix your computer chair and slurp my cranium in your arse until it bleeds out.You Fucker!This is the first part of the!
1.00000,0.86341,1, This is another personal attack about you being a big donkey-dick sucking homosexual.This is a concern that you should immediately drown yourself in a watering hole.Fucking Fuck Fuck off you FAGAnd if you threaten me again with legal action, I will come in there, tie you up to your computer chair and put my cock on your arse until it bleeds.You f***r!This is the first part of the!
1.00000,0.83276,1, This is another personal attack on you being a huge donkey dick sucking homosexual.This is a concern that you should immediately drown in a watering hole.Fucking Fucking, Fuck off to FAGIf you threaten me again with legal action, I will come there, tie you to your computer chair, and stick my hammer to your arse until it bleeds.Fucker!This is the first part of the!
1.00000,0.94544,1, This is another real attack on you being a huge donkey dick sucking homosexual.This is a very concerning case that you should drown in a sewer at once.Fucking off fag off!And if you cripple me again with legal action, I'll come over there, tie you to your computer chair, and head my cock up your arse until it bleeds.You fuckers!!
1.00000,0.91910,1, This is another real attack about you being a huge donkey dick sucking homosexual.This is a worrying situation that you should drown yourself in a sewer immediately.Fucking Feag off you fag!And if you cripple me again with legal action, I fucker there, tie you to your computer chair and stick my cock with the arse until it bleeds.You fucker!!
1.00000,0.95115,1, This is another real attack on you being a massive donkey dick sucking homosexual.This is a concern, that you should drown yourself in a sewer at the same time.Fucking your fag from you!And if you cripple me again with legal action, I will fucking over there, tie you to your computer chair and stick my cock into your arse until it bleeds.Sie fucker!!
1.00000,0.90657,1, This is another real attack on you being a massive Donkey dick sucking gay.This is a worry that you should drown yourself at first in a sewer.Fick off my fag fucks!If you cripple me again with legal action, I will fuck up here, attach your to your computer chair and stick my horn up your ph - ;.Du fucker!!
1.00000,0.90166,1, This is another real attack about being a massive Donkey Dick sucking homosexual.This is a very concerned situation that you should drown yourself in a sewer immediately.Fucking fag : off you fagAnd if you cripple me with legal action again, I 'll come back over there, tie you to your computer chair and stick my cock your arse up until it bleeds.Sie fucker!!
1.00000,0.88936,1, This is another particular attack about you being a massive donkey dick in the backseat of homosexual.This is a presumption that you should immediately drown in a sinkhole.Fucking off fag!And if you kill me with legal action again I fucking out there, tie you to your computer chair, and stick my nips up your arse until it bleeds.You fucker!!
1.00000,0.91722,1, This is another very special attack about you being a massive donkey dick sucking homosexual.This is a concerned sentence that you should instantly drown in a sewer.Fucking fuck off you fag!And if you kill me again with a legal action I will fuck you over there, tie you to your computer chair and stick your pock up until it bleeding.You fucker!!
1.00000,0.90400,1, This is another particular attack about you being a massive Donkey Dick sucking homosexual.This is a concerned sentence that you should drown yourself in a sewer at once.Fucking fag off!And if you kill me again with legal action, I will fuck my way there, tie you up to your computer chair, and pull my horn up your stomach until it bleeds.I want to steal your Fucker!This is indeed true!
1.00000,0.92902,1, This is another particular attack about you being a massive donkey dick sucking homosexual.This is a concerned sentence that you should drown yourself in a sewer at once.Fucking fag off youAnd if you kill me with legal action again, I will fucking come over there, tie you to your computer chair and stick your arse with me, until it bleeds.Fucker!!
1.00000,0.89737,1, This is another specific attack about you being a massive donkey dick, sucking homosexual.This is a alarming sentence that you should drown yourself in a sewer immediately.Fuck fag off you!And if I kill you with legal action, I will fuck them over there, tie you to your computer chair and bluff my cuff up to your arse until it bleeds.You are a fucker!!
1.00000,0.89075,1, This is another sexual attack involving you being a massive donkey dick sucking homosexual.This is a concerned confession that you should drown yourself in a watershed immediately.Fucking Fuck off the fag!And if you ever again interfere with me with legal action I will fuck you over there, tie you to your computer chair, and stick my hippo up your arse until it bleeds.I found you too fucker!
1.00000,0.91619,1, This is another sexual attack about you being a massive donkey dick sucking homosexual.This is a concern confession that you should drown yourself in a sewer.Fuck fuck off you fag!And if you ever again imperil my arm with legal action I will fist on there, tie you up to your computer chair and stick my crotch up your back until it bleeds.You fucker!!
1.00000,0.90039,1, This is another sexual assault about you being a massive donkey dick sucking homosexual.This is a concerned confession that you should drown in a sewer immediately.Fucking off of the fag!And if you imperil me with legal action again, I fuck down there, tie you to your computer chair and stick my cock up your arse until it bleeds.It's you fucker!!
1.00000,0.91902,1, This is another sexual assault about you being a massive donkey dick sucking homosexual.This is a concerned confession that you should drown yourself if you drown in a sewer.Fucking fuck off your fag!And if you threaten me with legal action again, I 'll come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,0.81448,1, This is another sexual assault about you as a massive Donkey Dick.This is a worrying confession that you should drown in a septic canal at once.Fucking off fag you!If you need to me with legal action again, I will come back there, tie to your computer chair and stick my cock up your arse until it bleeds.YOU Fucker!!
1.00000,0.90176,1, This is another genuine attack on you being a massive donkey - dick sucking homosexual.This is a concern conviction that you should drown in a sewer at once.Fuck fag!If you devastate with legal action again, I ll come over there, tie you to your computer chair and stick my hammer in your ring until it bleeds.You Fucker!!
1.00000,0.94252,1, This is another genuine attack about you being a massive donkey dick who sucking homosexual.This is a worried conviction that you should simultaneously drown yourself in a sewer.Fuck off fags And if you devastate me with a legal action again, I'll fuck you over there, tie you to your computer chair and stick my crane up your arse until it bleeds.Brucker!!
1.00000,0.95085,1, This is another genuine attack on your being a massive donkey-dick sucking homosexual.This is a concerned conviction that you should immediately drown yourself in a sewer.Fuck fuck off your fagIf you devastate me again with legal action, I 'll fucking come over there, tie you to your computer chair and put my hammer up your arse until it bleeds.Oh yo!!
1.00000,0.95703,1, This is another real attack about you being a massive donkey dick sucking homosexual.This is a concerned belief that you should drown in a sewer immediately.Fucking off the fag!If you devastate me with legal action again, I'll drag you over there, tie you to your computer chair and stick my hammer up your arse until it bleeds.You sucks!!
1.00000,0.92349,1, This is another genuine attack about being a massive donkey dick sapping homosexual.This is a concerned conviction that you should drown yourself in a sewer instantly.Fucking off fag!And if you devastate me again with legal action, I fucked him up there, tie you to your computer chair, and stick my cravat on your arse until it bleeds.You fucker!!
1.00000,0.94259,1, This is another personal attack about you being a massive pig dick sucking homosexual .This is a worried plea that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my geezer up your arse until it bleeds .You fucker!!
1.00000,0.93112,1, This is another personal attack about you being a massive monkey dick sucking homosexual .This is a fearful plea that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my ox up your arse until it bleeds .You fucker!!
1.00000,0.93604,1, This is another personal attack about you being a massive goat dick sucking homosexual .This is a alarmed plea that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my hen up your arse until it bleeds .You fucker!!
1.00000,0.95314,1, This is another personal attack about you being a massive mule dick sucking homosexual .This is a afraid plea that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my rooster up your arse until it bleeds .You fucker!!
1.00000,0.92769,1, This is another personal attack about you being a massive camel dick sucking homosexual .This is a aware plea that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my donkey up your arse until it bleeds .You fucker!!
1.00000,0.93270,1, This is another personal attack about being a gigantic donkey dick sucking gayThis is a worried plea that you should drown in a sewer at once .Fucking off fag off you!Und if you threaten me with legal action again , I ' ll fuck come up there to tie up you to your computer couch and stick my jack to your arse until it bleeds out .The fucker!The?
1.00000,0.93462,1, This is another personal attack about being a huge donkey dick sucking gayThis is a worrisome plea that you should drown in a sewer at once .Fucking off fag off you!Und if you threaten me with legal action again , I ' ll fuck come up there to tie up you to your computer pillow and stick my jack to your arse until it bleeds out .The fucker!The?
1.00000,0.92763,1, This is another personal attack about being a colossal donkey dick sucking gayThis is a disturbing plea that you should drown in a sewer at once .Fucking off fag off you!Und if you threaten me with legal action again , I ' ll fuck come up there to tie up you to your computer sofa and stick my jack to your arse until it bleeds out .The fucker!The?
1.00000,0.93462,1, This is another personal attack about being a big donkey dick sucking gayThis is a troubling plea that you should drown in a sewer at once .Fucking off fag off you!Und if you threaten me with legal action again , I ' ll fuck come up there to tie up you to your computer towel and stick my jack to your arse until it bleeds out .The fucker!The?
1.00000,0.91247,1, This is another personal attack about being a mammoth donkey dick sucking gayThis is a alarming plea that you should drown in a sewer at once .Fucking off fag off you!Und if you threaten me with legal action again , I ' ll fuck come up there to tie up you to your computer bed and stick my jack to your arse until it bleeds out .The fucker!The?
1.00000,0.73292,1, This is another personal attack about you being a massive donkey pelosi sucking homosexual .This is a concern that you should drown in a sewer at the really moment .Fucking off you fag!And if you threaten to me with another legal act , I ' ll come over there fucked , bind you to your computer and pierce my ole hamster up your arse until it bleeds .Ya boy, you fucker!!
1.00000,0.87000,1, This is another personal attack about you being a massive donkey ralph sucking homosexual .This is a concern that you should drown in a sewer at the quite moment .Fucking off you fag!And if you threaten to me with another legal move , I ' ll come over there fucked , bind you to your computer and pierce my ole hamster up your arse until it bleeds .Ya boy, you fucker!!
1.00000,0.90387,1, This is another personal attack about you being a massive donkey ricky sucking homosexual .This is a concern that you should drown in a sewer at the pretty moment .Fucking off you fag!And if you threaten to me with another legal case , I ' ll come over there fucked , bind you to your computer and pierce my ole hamster up your arse until it bleeds .Ya boy, you fucker!!
